34. CHEMICAL,40. CLASSIFICATION,41. METAL,43. CARCINOGEN,44. PBT,45. PFAS,47. UNIT OF MEASURE,48. 5.1 - FUGITIVE AIR,49. 5.2 - STACK AIR,50. 5.3 - WATER,51. 5.4 - UNDERGROUND,52. 5.4.1 - UNDERGROUND CL I,53. 5.4.2 - UNDERGROUND C II-V,54. 5.5.1 - LANDFILLS,55. 5.5.1A - RCRA C LANDFILL,56. 5.5.1B - OTHER LANDFILLS,57. 5.5.2 - LAND TREATMENT,58. 5.5.3 - SURFACE IMPNDMNT,59. 5.5.3A - RCRA SURFACE IM,60. 5.5.3B - OTHER SURFACE I,61. 5.5.4 - OTHER DISPOSAL,62. ON-SITE RELEASE TOTAL,63. 6.1 - POTW - TRNS RLSE,64. 6.1 - POTW - TRNS TRT,71. 6.2 - M71,72. 6.2 - M81,73. 6.2 - M82,74. 6.2 - M72,75. 6.2 - M63,76. 6.2 - M66,77. 6.2 - M67,78. 6.2 - M64,79. 6.2 - M65,80. 6.2 - M73,81. 6.2 - M79,82. 6.2 - M90,83. 6.2 - M94,84. 6.2 - M99,88. 6.2 - M26,91. OFF-SITE RECYCLED TOTAL,94. OFF-SITE ENERGY RECOVERY T,101. OFF-SITE TREATED TOTAL,103. 6.2 - TOTAL TRANSFER
Butyraldehyde,TRI,NO,NO,NO,NO,Pounds,81973.040261,134360.10629,2212.0,0.0,32424.0,0.0,0.0,0.0,0.0,280.0,0.0,0.0,0.0,0.0,251249.146551,51700.5,532300.5,0.0,0.017,0.0,0.0,0.0,0.0,0.0,190.0,0.019,0.0,0.0,0.0,0.0,0.0,31927.55,31927.6152,19897.0,672245.9772999999,775961.1285
C.I. Basic Green 4,TRI,NO,NO,NO,NO,Pounds,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C.I. Direct Blue 218,TRI,NO,NO,NO,NO,Pounds,4.0,2.0,4456.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4462.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,2268.0
C.I. Food Red 15,TRI,NO,NO,NO,NO,Pounds,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0
C.I. Solvent Yellow 34,TRI,NO,YES,NO,NO,Pounds,3.004,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cadmium,TRI,YES,YES,NO,NO,Pounds,7.533297,79.927536,62.83,0.0,0.0,0.0,0.0,264624.0,17534.7,0.0,0.0,0.0,0.0,60650.0,342958.990833,23.5455,0.0,0.0,4676.89,0.0,0.0,0.0,5e-05,0.0,26786.300000000003,1286.6,0.0,0.0,3904.766,124.093,0.0,59.23,49703.87,0.0,0.0,93601.97455
Cadmium  And Cadmium Compounds,TRI,YES,YES,NO,NO,Pounds,128.866543,5070.05,2243.0074000000004,0.0,53658.0,0.0,0.0,2021815.47,152425.55,0.0396,0.0,542426.0,157860.1,360850.009,3296477.092543,78.5039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113117.476,74964.58288,0.0,0.0,6894.3094009999995,164.78,155.0,14800.64,260013.41,0.0,0.0,514703.112181
Cadmium compounds,TRI,YES,YES,NO,NO,Pounds,1264.869,1392.08,335.77000000000004,0.0,0.0,30.0,0.0,15312.0,20288.0,0.3,0.0,0.0,851621.0,34225.7,924469.719,38.476,0.0,0.0,223.3,0.0,0.0,0.0,0.0,0.0,31467.37,439388.09500000003,2.8,250.0,42.841,1363.48,2509.5,33903.84,919260.9400000001,0.0,0.0,1473013.1945
Calcium cyanamide,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Captan,TRI,NO,NO,NO,NO,Pounds,10.39001,127.329,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.71901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.18,35.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,140.25,183.43
Carbaryl,TRI,NO,NO,NO,NO,Pounds,12.842,185.32000000000002,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.162,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.0,105.8,15.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,601.92,722.735
Carbofuran,TRI,NO,NO,NO,NO,Pounds,7e-06,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carbon disulfide,TRI,NO,NO,NO,NO,Pounds,318149.465,7994457.036,90008.281,0.0,1906.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8404520.782,100457.8024,540.9276,0.0,0.766,0.0,0.0,0.0,1.0026,0.0,480.8,96.177,0.0,1.0,0.0,12.0,0.0,86.0,2506.0,37199.0,87661.9027,228416.45070000002
Carbon tetrachloride,TRI,NO,YES,NO,NO,Pounds,62908.145,85318.618,119.205,0.0,13198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,161544.968,0.0,0.0,0.0,1148.1670000000001,0.0,0.0,0.0,0.0,0.0,122.19,106.741,0.0,0.0,7.0,0.0,61.0,82768.93,159462.44,170747.77,2080885.4492000001,2413693.2572
Carbonyl sulfide,TRI,NO,NO,NO,NO,Pounds,52563.778,10457977.18,655.0,0.0,1900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,10513130.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,48.0,0.0,0.0,154034.0,0.7,0.0,0.0,0.0,0.0,57226.0,211402.7
Carboxin,TRI,NO,NO,NO,NO,Pounds,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4402.0,4402.0
Catechol,TRI,NO,YES,NO,NO,Pounds,676.26,816.4200000000001,7112.18,0.0,0.0,0.0,0.0,0.0,116.92219999999999,10.41,0.0,0.0,83.37,10.0,8825.5622,131.0008,1758.0099999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9225,1492.0,1.70444,0.0,45.0,0.0,255.0,0.0,0.0,2523.0,21676.15,26127.777739999998
Certain glycol ethers,TRI,NO,NO,NO,NO,Pounds,4277598.316951,8656785.786993,22200.38,0.0,814681.1,0.0,0.0,208641.2,14.0,5364.0,0.0,0.0,44643.0,73145.0,14103072.783944,303873.550348,2422405.703652,0.0,61951.74,0.0,0.0,0.0,7793.0,0.0,1049884.5448,90551.84909999999,10747.4,5636.1,159154.4899,87059.535,424095.2438,175625.94329999998,4967933.3618,56810630.7773,12144571.498652,76185402.9407
Chlordane,PBT,NO,YES,YES,NO,Pounds,1.726619,288.987001,0.0,0.0,0.0,0.0,0.0,4355.77,0.0,0.0,0.0,0.0,0.0,0.0,4646.48362,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,40.016,0.0,0.0,143.007,0.0,0.0,597.0,605.0,915.0,1086.5149999999999,2789.553
Chlorimuron-ethyl,TRI,NO,NO,NO,NO,Pounds,151.41,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.41,4125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12714.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2324.29,1183.25,20455.13
Chlorine,TRI,NO,NO,NO,NO,Pounds,324163.5136,5245707.705340001,192699.67307,0.0,126067.0,0.0,0.0,22975.6,3186120.93,5.0,0.0,0.0,114.0,85174.09,9183027.51201,48280.0,5700.0,0.0,117604.0,0.0,0.0,0.0,0.0,0.0,14977.0,1.0,0.0,0.0,1.0,0.0,112.0,601688.0,648956.01,21735.73,10798.5,862465.24
Chlorine dioxide,TRI,NO,NO,NO,NO,Pounds,1970.0,499635.87,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219290.0,721260.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chloroacetic acid,TRI,NO,NO,NO,NO,Pounds,7623.98,972.6099999999999,50.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,8685.59,10561.52,121457.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,250.0,147.0,0.0,1376.1,0.0,141289.48,153669.1
Chlorobenzene,TRI,NO,NO,NO,NO,Pounds,329872.312,235311.62600000002,145.94,0.0,92000.0,0.0,0.0,54.0,105.0,0.0,0.0,0.0,0.0,0.0,657488.878,2.7716,9.9684,0.0,0.095,0.0,0.0,0.0,0.0,0.0,2114.93,9105.425,0.0,0.0,8.0,0.0,778.0,16299.369999999999,4515916.39,1020581.76,3159402.1994,8709039.471
Chlorobenzilate,TRI,NO,NO,NO,NO,Pounds,3.004,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chlorodifluoromethane (HCFC-22),TRI,NO,NO,NO,NO,Pounds,238665.46,785846.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1024512.0599999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237989.0,237989.0
Chloroethane,TRI,NO,NO,NO,NO,Pounds,114369.95,52641.950000000004,318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,167334.9,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2136.1,52130.9,54276.0
Chloroform,TRI,NO,YES,NO,NO,Pounds,83712.704,163139.543,5541.966,0.0,21848.0,0.03,0.0,7.0,96.78,0.0,0.0,0.0,0.0,0.0,274346.023,1284.6196,464.60040000000004,0.0,1614.46,0.0,0.0,0.0,0.0,0.0,1374.91,28047.108,0.0,0.0,265.0,3109.0,167543.0,21378.309999999998,102320.73,834373.33,801139.420714,1944305.078314
Chloromethane,TRI,NO,NO,NO,NO,Pounds,103046.455,576183.65,1255.82,0.0,330813.0,0.0,0.0,7.0,6.0,0.0,0.0,0.0,0.6,5.0,1011317.525,25.314,529.786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,0.0,0.0,8277.0,0.0,0.0,0.0,1090.0,1090.0,982333.36,670912.586,1662637.36
Chloromethyl methyl ether,TRI,NO,YES,NO,NO,Pounds,531.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,538.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2573.0,2573.0
Chlorophenols,TRI,NO,YES,NO,NO,Pounds,450.501,83.456,0.0,0.0,542568.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,543101.957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,11.0,2.0,0.0,0.0,92.0,94.0,0.0,300646.0,300758.0
Chloropicrin,TRI,NO,NO,NO,NO,Pounds,3102.5,1851.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4953.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1409.3,1409.3
Chloroprene,TRI,NO,YES,NO,NO,Pounds,10699.408,26884.8419,208.57,0.0,3057.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40849.8199,0.0,0.0,0.0,0.024,0.0,0.0,0.0,0.0,0.0,4054.3,0.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11893.9,15948.25
Chlorothalonil,TRI,NO,YES,NO,NO,Pounds,146.0,1158.7,5.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1559.7,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245450.15,146.88,0.0,0.0,0.0,0.0,352.0,0.0,0.0,3217.89,35490.48,288995.16
Chlorotrifluoromethane (CFC-13),TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chlorsulfuron,TRI,NO,NO,NO,NO,Pounds,1.1,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.1,2227.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40713.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2532.43,2302.0,47854.74
Chromium,TRI,YES,NO,NO,NO,Pounds,85940.686272,29032.72097,3035.028715,0.0,78590.2,0.20400000000000001,0.0,884463.541601,275386.7,33.58,0.0,12.27,2081097.977581,74149.77799999999,3511742.68714,11097.284023,0.0,0.0,3616.89,0.0,0.0,0.0,0.000109,0.0,1452878.144027,1710631.995347,110.0,53580.748400000004,31691.559559,347343.184983,100693.96539,2445863.894756,204173250.463716,0.0,0.0,208475964.887631
Chromium  and Chromium Compounds(except for chromite ore mined in the Transvaal Region),TRI,YES,NO,NO,NO,Pounds,17091.943013,66362.163353,74271.7237,0.0,376697.19,0.0,0.0,2567879.4499999997,3879414.37,34357.55,0.0,1.0,5441061.87,2149319.1,14606456.360066,4526.518503,0.0,0.0,120906.95,41222.0,0.0,0.0,0.0,0.0,6741816.4902,4285114.3275,14518.0,80450.5629,212063.675781,578735.5251,51037.9801,2067916.2906,19458606.4612,0.0,0.0,32718286.274384
Chromium compounds (except for chromite ore mined in the Transvaal Region),TRI,YES,NO,NO,NO,Pounds,14806.71606,72365.247366,21637.1437,0.0,1961424.0,150.26,0.0,827399.75,4289779.8379999995,3251.8,0.0,2255.0,4170138.88,1529654.81,12892863.445125999,9022.221273,0.0,0.0,529664.48,0.0,0.0,0.0,0.0,114231.0,1697012.7369,3343238.873,47155.676,132455.6,86660.06081,200559.7,139770.09999999998,1062235.772,12672941.291,0.0,0.0,20388661.376483
Chromium(III) perfluorooctanoate,TRI,NO,NO,NO,YES,Pounds,750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cobalt,TRI,YES,YES,NO,NO,Pounds,2054.2005,6626.24718,620.7805000000001,0.0,9800.0,0.0,0.0,99297.54000000001,2110.01,0.0,0.0,0.82,226331.74,45202.31,392043.64817999996,691.1149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38667.98962,12897.16833,30.0,6256.0,387.072,9254.54,38.2,425529.28,13476215.49,0.0,0.0,13580136.862787
Cobalt  And Cobalt Compounds,TRI,YES,NO,NO,NO,Pounds,1858.934513,11778.869236,2921.09,0.0,12197.44,0.0,0.0,502358.13,292209.1,3953.3,0.0,0.0,610077.85,72407.1653,1509761.879048,3762.981,0.0,0.0,0.0,0.0,0.0,0.0,19000.0,0.0,175464.4841,38839.768662,0.0,19732.0,34489.99,36645.703,18848.0,188746.9632,2302376.4832,0.0,0.0,2673827.070962
Cobalt compounds,TRI,YES,NO,NO,NO,Pounds,1641.8801,8952.178406,66519.90000000001,0.0,50476.97,0.0,0.0,198028.63,645238.4,1041.2,0.0,0.0,923406.25,294695.1,2190000.508506,1283.292,0.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,184029.731,7626.6939999999995,11464.0,38584.0,596.120501,14727.201000000001,7029.8585,363511.03,1757055.98039,0.0,0.0,2094904.354391
Copper,TRI,YES,NO,NO,NO,Pounds,201170.182022,157359.73527,14622.65425,0.0,49281.0,0.016092,0.0,1628345.9100000001,589315.54,218.52,0.0,1.15,165902.69,4510719.238,7316936.635634,50559.31014,0.0,0.0,191428.9482,0.0,0.0,0.0,15.81,6832.0,2505543.980905,1026631.075084,114109.1529,15133.93,11351389.468653,938082.8915639999,95508.523994,36260602.403793,378437057.597163,0.0,0.0,395993115.619078
Copper  And Copper Compounds,TRI,YES,NO,NO,NO,Pounds,133894.996149,120447.903765,55254.167499999996,0.0,281207.49,0.0,0.0,8159128.98718,1499629.62,24677.868,0.0,1018114.0,22993057.583,11037369.990047999,45322782.605642,20409.217857,0.0,0.0,96149.5,321.0,0.0,0.0,0.0,53500.0,2770081.398376,969578.2398,6392.2,287504.83999999997,134031.7237,371260.34053,43201.296,1116834.3644,49952110.3706,0.0,0.0,55592552.751963
Copper compounds,TRI,YES,NO,NO,NO,Pounds,56680.501855,113069.53438,111508.3955,0.0,27512.55,155.0,0.0,207348.19,3564428.28,2429.36,0.0,0.0,95672064.5142,3728482.7199999997,103483679.04593499,12967.3243,0.0,0.0,95967.35,30462.0,0.0,0.0,8520.0,0.0,1912655.085,296686.4975,47904.829,176581.62,240444.01,267791.0316,65907.79154,19206366.357,56038976.703,0.0,0.0,59435006.00944
Creosote,TRI,NO,YES,NO,NO,Pounds,83464.06801,62039.564342,159.0,0.0,0.0,0.0,0.0,209419.41,0.0,0.0,0.0,0.0,0.0,18146.43,373228.472352,0.0,2520.0,0.0,0.091,0.0,0.0,0.0,0.0,0.0,26269.07,467.101,0.0,0.0,1173.6,4180.0,79410.0,432.35,690.1,221775.0,140221.551,475499.51300000004
Cresol (mixed isomers),TRI,NO,NO,NO,NO,Pounds,56576.403,748000.241,2255.472,0.0,424000.0,0.0,0.0,0.0,460.21799999999996,5.0,0.0,0.0,15291.0,16.000054,1246604.334054,9224.08,106030.92,0.0,2808.097,0.0,0.0,0.0,0.0,0.0,1362.17,18071.5918,61.53,0.0,255214.75,187.0,137.0,1896.19,2156.24,1153309.25,245128.231,1687659.9398
Crotonaldehyde,TRI,NO,NO,NO,NO,Pounds,108.0142,107.21988,0.0,0.0,2849.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3065.23408,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11816.0,11816.0
Cumene,TRI,NO,YES,NO,NO,Pounds,342560.90979999996,562606.448,298.416,0.0,3887.66,0.0,0.0,0.0,57.0,31.000999999999998,0.0,0.0,0.0,319.9165,909761.3513,2071.0,8272.8,0.0,1.5010000000000001,0.0,0.0,0.0,0.0,0.0,2368.2234,1665.9607,0.342,7.8,450.2,1952.0642,3257.05025,118627.02500000001,285237.5922,477782.08085,346405.33032999997,1121250.32793
Cumene hydroperoxide,TRI,NO,NO,NO,NO,Pounds,29857.266799999998,632.8,2600.0,0.0,22783.0,0.0,0.0,0.0,590.0,0.0,0.0,0.0,0.0,0.0,56463.0668,57404.475,172213.425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69040.02,24.0,0.0,0.0,0.0,228.0,738.0,10232.17,10232.17,107.84,178344.88499999998,316119.39
Cyanide compounds,TRI,NO,NO,NO,NO,Pounds,42962.8203,99869.2721,17461.45,0.0,5544805.99,0.0,0.0,561047.94,57.4,0.0,0.0,0.0,1887554.0,36.8,8153795.6724,10043.352247,251.764,0.0,7097.011,0.0,0.0,0.0,0.0,0.0,76629.4395,41891.452,0.0,130.0,1811.402,18585.421000000002,22196.0,33937.93803,186917.93803,2213.0,1027582.729005,1395097.744782
Cycloate,TRI,NO,NO,NO,NO,Pounds,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cyclohexane,TRI,NO,NO,NO,NO,Pounds,1519287.51685,2083733.6602100001,33234.371,0.0,95164.3,7.0,0.0,21003.03,1.0,438.08,0.0,0.0,12.0,1521.0364,3754401.99446,6765.630674999999,19670.412024999998,0.0,1500.112,0.0,0.0,0.0,0.0,0.0,2666.95,10242.681,0.0,1597.5,11518.589,1456.9311,14054.88906,585730.1912,1567545.0664000001,3702266.0282,2208746.420922,7484509.798357
Cyclohexanol,TRI,NO,NO,NO,NO,Pounds,8956.6,36741.0,32372.0,0.0,1352997.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1431066.7,5680.08,57431.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1000.0,0.0,0.0,0.0,0.0,1075.0,0.0,73.0,1230177.0,60520.619999999995,1257226.7
Cyfluthrin,TRI,NO,NO,NO,NO,Pounds,94.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,633.0,0.0,0.0,0.0,326.0,959.0
Cyhalothrin,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dazomet,TRI,NO,NO,NO,NO,Pounds,16.0,15.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.33585,10.85915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,807.0,0.0,0.0,0.0,0.0,52.85915,860.195
Decabromodiphenyl oxide,TRI,NO,NO,NO,NO,Pounds,353.0,579.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,932.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9671.0,96.0,0.0,0.0,0.0,19850.0,0.0,0.0,0.0,14880.0,0.0,44497.0
Di(2-ethylhexyl) phthalate,TRI,NO,YES,NO,NO,Pounds,3481.539992,14983.674916,26.509999999999998,0.0,0.0,0.0,0.0,3.0,18.0,0.0,0.0,0.0,0.0,5.0,18517.724908,89.018,1227.082,0.0,10240.026,0.2,0.0,0.0,0.0,0.0,57201.36,2495.029,0.0,0.0,734.352,4907.0,411.0,175183.97,3211723.97,386295.1,40765.882,3715325.937
Diallate,TRI,NO,NO,NO,NO,Pounds,0.005,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diaminotoluene (mixed isomers),TRI,NO,YES,NO,NO,Pounds,3832.105,330.05,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4283.155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6922783.0,194117.4,7117170.4
Diazinon,TRI,NO,YES,NO,NO,Pounds,15.49303,115.36999999999999,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.86303,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,2.04,37.011,0.0,0.0,9.0,0.0,0.0,243.0,252.0,17.0,2655.97,2973.031
Dibenzofuran,TRI,NO,NO,NO,NO,Pounds,1847.9,1370.9,27.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3247.8,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,867.0,0.0,0.0,0.0,0.0,0.0,0.0,39000.0,39000.0,0.0,27543.0,67412.0
Dibromotetrafluoroethane,TRI,NO,NO,NO,NO,Pounds,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dibutyl phthalate,TRI,NO,NO,NO,NO,Pounds,83974.4508,1510.670125,0.0,0.0,61993.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147478.120925,10287.6,24004.4,0.0,0.013,0.0,0.0,0.0,0.0,0.0,37676.97,1659.015,0.0,0.0,10.0,54.04,193.0,2869.0,3706.0,4545.72,70590.2,128722.558
Dicamba,TRI,NO,NO,NO,NO,Pounds,2701.99428,658.3429,9.0,0.0,72858.0,0.0,0.0,39371.64,0.0,0.0,0.0,0.0,0.0,0.0,115598.97718,46.0,0.0,0.0,0.009,0.0,0.0,0.0,0.0,0.0,10375.3,865.01,0.0,250.0,0.0,140.92,0.0,0.0,0.0,24156.5,19595.34,55429.079
Dichloran,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dichlorobenzene (mixed isomers),TRI,NO,YES,NO,NO,Pounds,4.803,14.709999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.512999999999998,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,70.139,0.0,0.0,13.0,0.0,0.0,50.0,94.0,0.0,104455.8,104632.947
