,Unnamed: 0,4. FACILITY NAME,34. CHEMICAL,51. 5.4 - UNDERGROUND,40. CLASSIFICATION,41. METAL,43. CARCINOGEN,44. PBT,45. PFAS,47. UNIT OF MEASURE,52. 5.4.1 - UNDERGROUND CL I,53. 5.4.2 - UNDERGROUND C II-V,71. 6.2 - M71,72. 6.2 - M81,73. 6.2 - M82,Total Underground
72110,72110,FLINT HILLS RESOURCES CORPUS CHRISTI LLC - EAST PLANT,Nitrate compounds (water dissociable; reportable only when in aqueous solution),0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,19309.0,0.0,19309.0
72144,72144,ASW.PENGG LLC.,Lead  And Lead Compounds,0.0,PBT,YES,NO,YES,NO,Pounds,0.0,0.0,0.0,64.32,0.0,64.32
72199,72199,CLEVELAND-CLIFFS STEEL CORP - ZANESVI LLE WORKS,Hydrogen fluoride,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,23762.0,0.0,23762.0
72225,72225,WEATHERFORD ARTIFICIAL LIFT SYSTEMS LLC,Lead  And Lead Compounds,0.0,PBT,YES,NO,YES,NO,Pounds,0.0,0.0,0.0,1.017,0.0,1.017
72339,72339,DENKA PERFORMANCE ELASTOMER LLC,Dioxin and dioxin-like compounds,0.0,Dioxin,NO,YES,YES,NO,Grams,7.34008e-05,0.0,0.0,0.0,0.0,7.34008e-05
72352,72352,CLEVELAND-CLIFFS BURNS HARBOR LLC,Phenol,0.0,TRI,NO,NO,NO,NO,Pounds,650177.0,0.0,0.0,0.0,0.0,650177.0
72368,72368,TYSON FRESH MEATS INC,Ammonia,0.0,TRI,NO,NO,NO,NO,Pounds,8125.0,0.0,0.0,0.0,0.0,8125.0
72401,72401,KEYSTONE FOODS LLC - EUFAULA PLANT,Nitrate compounds (water dissociable; reportable only when in aqueous solution),0.0,TRI,NO,NO,NO,NO,Pounds,0.0,26000.0,0.0,0.0,0.0,26000.0
72470,72470,OKEECHOBEE CLEAN ENERGY CENTER,Ammonia,0.0,TRI,NO,NO,NO,NO,Pounds,21.0,0.0,0.0,0.0,0.0,21.0
72480,72480,OCCIDENTAL CHEMICAL CORP,Chloroform,0.0,TRI,NO,YES,NO,NO,Pounds,21848.0,0.0,0.0,0.0,0.0,21848.0
72502,72502,WEYLCHEM US INC.,Methanol,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,35.0,0.0,35.0
72567,72567,INEOS NITRILES USA LLC           GREEN LAKE PLANT,Acrolein,0.0,TRI,NO,NO,NO,NO,Pounds,599.0,0.0,0.0,0.0,0.0,599.0
72606,72606,CLEVELAND-CLIFFS CLEVELAND WORKS LLC DBA CLEVELAND-CLIFFS WA,Cyanide compounds,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,73.6,0.0,73.6
72610,72610,PRATT & WHITNEY,Nitric acid,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,10000.0,0.0,10000.0
72619,72619,DIAMOND SHAMROCK REFINING CO LP,Propylene,0.0,TRI,NO,NO,NO,NO,Pounds,24000.0,0.0,0.0,0.0,0.0,24000.0
72658,72658,ASCEND PERFORMANCE MATERIALS-CHOCOLATE BAYOU PLANT,Ammonia,0.0,TRI,NO,NO,NO,NO,Pounds,21860.0,0.0,0.0,0.0,0.0,21860.0
72701,72701,PCI NITROGEN LLC,Mercury compounds,0.0,PBT,YES,NO,YES,NO,Pounds,0.0,0.0,0.0,58.89,0.0,58.89
72868,72868,WESTERN REFINING TERMINALS LLC - BLOOMFIELD,Toluene,0.0,TRI,NO,NO,NO,NO,Pounds,2.0,0.0,0.0,0.0,0.0,2.0
72970,72970,VALERO REFINING TEXAS LP CORPUS CHRISTI EAST PLANT,Benzene,0.0,TRI,NO,YES,NO,NO,Pounds,0.0,0.0,0.0,31.1864,0.0,31.1864
73048,73048,POLYNT COMPOSITES USA INC. - MARSHALL,Dicyclopentadiene,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,16300.0,0.0,16300.0
73098,73098,HITACHI ASTEMO AMERICAS INC. - BEREA KY,Chromium compounds (except for chromite ore mined in the Transvaal Region),0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.0,0.0,19493.7,0.0,19493.7
73115,73115,EQUISTAR CHEMICALS LP,Methanol,0.0,TRI,NO,NO,NO,NO,Pounds,2882.48,0.0,0.0,0.0,0.0,2882.48
73123,73123,INEOS NITRILES USA LLC           GREEN LAKE PLANT,Acetaldehyde,0.0,TRI,NO,YES,NO,NO,Pounds,11980.0,0.0,0.0,0.0,0.0,11980.0
73208,73208,ASCEND PERFORMANCE MATERIALS OPERATIONS LLC,Picric acid,0.0,TRI,NO,NO,NO,NO,Pounds,80469.0,0.0,0.0,0.0,0.0,80469.0
73330,73330,VALERO THREE RIVERS REFINERY,"Benzo[g,h,i]perylene",0.0,PBT,NO,NO,YES,NO,Pounds,0.0,0.0,0.0,0.014,0.0,0.014
73380,73380,TREMCO CPG MANUFACTURING CORP. CORSICANA FACILITY,"1,2,4-Trimethylbenzene",0.0,TRI,NO,NO,NO,NO,Pounds,250.0,0.0,0.0,0.0,0.0,250.0
73404,73404,ALBEMARLE CORP SOUTH PLANT,Methanol,0.0,TRI,NO,NO,NO,NO,Pounds,9993.0,0.0,0.0,0.0,0.0,9993.0
73417,73417,VICKERY ENVIRONMENTAL INC.,Diethanolamine,0.0,TRI,NO,NO,NO,NO,Pounds,35546.0,0.0,0.0,0.0,0.0,35546.0
73423,73423,MSC WALBRIDGE COATINGS INC,Zinc compounds,0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.0,0.0,9800.0,0.0,9800.0
73434,73434,CLEVELAND-CLIFFS BURNS HARBOR LLC,Ammonia,0.0,TRI,NO,NO,NO,NO,Pounds,208253.0,0.0,0.0,0.0,0.0,208253.0
73502,73502,INV NYLON CHEMICALS AMERICAS ORANGE SITE,Zinc compounds,0.0,TRI,YES,NO,NO,NO,Pounds,1300.0,0.0,0.0,0.0,0.0,1300.0
73579,73579,LANXESS - CENTRAL,n-Butyl alcohol,0.0,TRI,NO,NO,NO,NO,Pounds,420.0,0.0,0.0,0.0,0.0,420.0
73704,73704,FELKER BROTHERS,Nitric acid,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,3694.0,0.0,3694.0
73788,73788,US ARMY - WATERVLIET ARSENAL,Chromium  and Chromium Compounds(except for chromite ore mined in the Transvaal Region),0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.0,0.0,60800.0,0.0,60800.0
73799,73799,US ECOLOGY TEXAS INC,Toluene,0.0,TRI,NO,NO,NO,NO,Pounds,16.98,0.0,0.0,0.0,0.0,16.98
73923,73923,CENTRAL WIRE INC,Chromium,0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.0,0.0,2391.78,0.0,2391.78
73982,73982,HOLLYFRONTIER EL DORADO REFINING LLC,Ammonia,0.0,TRI,NO,NO,NO,NO,Pounds,940.0,0.0,0.0,0.0,0.0,940.0
73998,73998,ROSS INCINERATION SERVICES INC,Toluene,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,2.184,0.0,2.184
74023,74023,KOCH FERTILIZER ENID LLC,Nitrate compounds (water dissociable; reportable only when in aqueous solution),0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,2100.0,0.0,2100.0
74055,74055,MOUNTAIN STATE CARBON LLC,Naphthalene,0.0,TRI,NO,YES,NO,NO,Pounds,0.0,0.0,0.0,3.0,0.0,3.0
74067,74067,ALBEMARLE CORP SOUTH PLANT,o-Xylene,0.0,TRI,NO,NO,NO,NO,Pounds,126.0,0.0,0.0,0.0,0.0,126.0
74072,74072,KALAELOA COGENERATION PLANT,Naphthalene,0.0,TRI,NO,YES,NO,NO,Pounds,0.0,0.6,0.0,0.0,0.0,0.6
74089,74089,CITGO REFINING & CHEMICALS CO LP EAST PLANT,Xylene (mixed isomers),0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,105.65,0.0,105.65
74120,74120,EQUISTAR CHEMICALS LP,Styrene,0.0,TRI,NO,YES,NO,NO,Pounds,86.85,0.0,0.0,0.0,0.0,86.85
74151,74151,ASARCO LLC AMARILLO COPPER REFINERY,Lead  And Lead Compounds,0.0,PBT,YES,NO,YES,NO,Pounds,61.4,0.0,0.0,0.0,0.0,61.4
74168,74168,HFFC AIRPORT FUEL FARM,"1,2,4-Trimethylbenzene",0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.000264,0.0,0.0,0.0,0.000264
74181,74181,EQUISTAR CHEMICALS LP,n-Hexane,0.0,TRI,NO,NO,NO,NO,Pounds,62.72,0.0,0.0,0.0,0.0,62.72
74194,74194,TM DEER PARK SERVICES LP,Nickel compounds,0.0,TRI,YES,YES,NO,NO,Pounds,58939.0,0.0,0.0,0.0,0.0,58939.0
74202,74202,INEOS OLIGOMERS USA LLC,Ammonia,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,3435.6,35903.2,39338.799999999996
74220,74220,CHEVRON PHILLIPS CHEMICAL CO LP,Ammonia,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,35243.0,0.0,35243.0
74224,74224,TYCO FIRE PRODUCTS LP,Certain glycol ethers,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,551.0,0.0,551.0
74274,74274,DEER PARK REFINING LP,Lead compounds,0.0,PBT,YES,NO,YES,NO,Pounds,0.0,0.0,0.0,651.0,0.0,651.0
74303,74303,VALMONT - TAMPA GALVANIZING,Zinc compounds,0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.0,0.0,17350.0,0.0,17350.0
74371,74371,BOWLING GREEN METALFORMING,Zinc compounds,0.0,TRI,YES,NO,NO,NO,Pounds,0.0,3.0,0.0,0.0,0.0,3.0
74375,74375,CHS MCPHERSON REFINERY - SRU,Naphthalene,0.0,TRI,NO,YES,NO,NO,Pounds,14.0,0.0,0.0,0.0,0.0,14.0
74378,74378,MEYER TOOL INC,Nickel,0.0,TRI,YES,YES,NO,NO,Pounds,0.0,750.0,0.0,0.0,0.0,750.0
74398,74398,ALBEMARLE CORP SOUTH PLANT,"1,2-Dichloroethane",0.0,TRI,NO,YES,NO,NO,Pounds,632.0,0.0,0.0,0.0,0.0,632.0
74426,74426,KOCHER + BECK USA LP,Chlorine,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,113427.0,0.0,113427.0
74491,74491,SHELL CHEMICAL LP,Lead compounds,0.0,PBT,YES,NO,YES,NO,Pounds,0.0,0.0,0.0,32.0,0.0,32.0
74501,74501,REAL ALLOY RECYCLING LLC,Zinc compounds,0.0,TRI,YES,NO,NO,NO,Pounds,11.5,0.0,0.0,0.0,0.0,11.5
74509,74509,DEEPWATER CHEMICALS INC.,Zinc compounds,0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.0,0.0,24810.0,0.0,24810.0
74526,74526,AZZ GALVANIZING SERVICES-CHELSEA,Zinc compounds,0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.0,0.0,2596.94,0.0,2596.94
74552,74552,DIAMOND SHAMROCK REFINING CO LP,Dioxin and dioxin-like compounds,0.0,Dioxin,NO,YES,YES,NO,Grams,0.002864246,0.0,0.0,0.0,0.0,0.002864246
74596,74596,CHEMTREAT INC,Ethylene glycol,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,1773.0,0.0,1773.0
74668,74668,LYONDELL CHEMICAL CO,Methyl tert-butyl ether,0.0,TRI,NO,NO,NO,NO,Pounds,758.0,0.0,0.0,0.0,0.0,758.0
74733,74733,AZZ GALVANIZING-TULSA,Zinc compounds,0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.0,0.0,7716.64,0.0,7716.64
74820,74820,CHEMOURS DELISLE PLANT,Vanadium compounds,0.0,TRI,YES,NO,NO,NO,Pounds,1385064.0,0.0,0.0,0.0,0.0,1385064.0
74858,74858,PRAIRIE STATE GENERATING CO,Manganese  And Manganese Compounds,0.0,TRI,YES,NO,NO,NO,Pounds,3231.0,0.0,0.0,0.0,0.0,3231.0
74874,74874,ROSS INCINERATION SERVICES INC,Vinyl acetate,0.0,TRI,NO,YES,NO,NO,Pounds,0.0,0.0,0.0,0.045,0.0,0.045
74981,74981,ROSS INCINERATION SERVICES INC,Carbon disulfide,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,0.006,0.0,0.006
75076,75076,INEOS NITRILES USA LLC,Methanol,0.0,TRI,NO,NO,NO,NO,Pounds,803998.0,0.0,0.0,0.0,0.0,803998.0
75079,75079,US ECOLOGY TEXAS INC,Arsenic  And Arsenic Compounds,0.0,TRI,YES,NO,NO,NO,Pounds,55.56,0.0,0.0,0.0,0.0,55.56
75089,75089,ROSS INCINERATION SERVICES INC,Heptachlor,0.0,PBT,NO,YES,YES,NO,Pounds,0.0,0.0,0.0,0.012,0.0,0.012
75235,75235,CHS MCPHERSON REFINERY - SRU,Xylene (mixed isomers),0.0,TRI,NO,NO,NO,NO,Pounds,345.0,0.0,0.0,0.0,0.0,345.0
75425,75425,ACME GALVANIZING INC,Lead compounds,0.0,PBT,YES,NO,YES,NO,Pounds,0.0,0.0,0.0,6.52,0.0,6.52
75426,75426,ISP TECHNOLOGIES INC,Ammonia,0.0,TRI,NO,NO,NO,NO,Pounds,51550.0,0.0,0.0,0.0,0.0,51550.0
75455,75455,ASCEND PERFORMANCE MATERIALS OPERATIONS LLC,Formic acid,0.0,TRI,NO,NO,NO,NO,Pounds,4589962.0,0.0,0.0,0.0,0.0,4589962.0
75580,75580,METALLIX REFINING  INC.,Lead,0.0,PBT,YES,YES,YES,NO,Pounds,0.0,0.0,0.0,0.07,0.0,0.07
75652,75652,CORNERSTONE CHEMICAL CO,Certain glycol ethers,0.0,TRI,NO,NO,NO,NO,Pounds,67860.0,0.0,0.0,0.0,0.0,67860.0
75675,75675,US ECOLOGY TEXAS INC,Cobalt  And Cobalt Compounds,0.0,TRI,YES,NO,NO,NO,Pounds,44.44,0.0,0.0,0.0,0.0,44.44
75679,75679,CORNERSTONE CHEMICAL CO,Ethylene glycol,0.0,TRI,NO,NO,NO,NO,Pounds,97235.0,0.0,0.0,0.0,0.0,97235.0
75720,75720,BASF CORP - FREEPORT SITE,Formic acid,0.0,TRI,NO,NO,NO,NO,Pounds,402.0,0.0,0.0,0.0,0.0,402.0
75763,75763,SCEPTER NEW YORK INC.,Lead,0.0,PBT,YES,YES,YES,NO,Pounds,0.0,0.0,0.0,0.0016,0.0,0.0016
75781,75781,AM STABILIZERS CORP,Barium compounds (except for barium sulfate (CAS No. 7727-43-7)),0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,223.0,0.0,223.0
75843,75843,ARKEMA INC,Ethylbenzene,0.0,TRI,NO,YES,NO,NO,Pounds,0.0,0.0,0.0,250.0,0.0,250.0
75891,75891,ROSS INCINERATION SERVICES INC,N-Methyl-2-pyrrolidone,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,0.357,0.0,0.357
75960,75960,MERCHANT METALS LLC,Lead compounds,0.0,PBT,YES,NO,YES,NO,Pounds,0.0,0.0,0.0,218.0,0.0,218.0
76166,76166,IOWA STEEL & WIRE CO INC,Lead  And Lead Compounds,0.0,PBT,YES,NO,YES,NO,Pounds,0.0,0.0,0.0,17.1,0.0,17.1
76298,76298,FORT AMANDA SPECIALTIES LLC,Formaldehyde,0.0,TRI,NO,YES,NO,NO,Pounds,0.0,0.0,0.0,218645.0,0.0,218645.0
76325,76325,PRAIRIE STATE GENERATING CO,Arsenic compounds,0.0,TRI,YES,NO,NO,NO,Pounds,12.0,0.0,0.0,0.0,0.0,12.0
76327,76327,BASIN ELECTRIC ANTELOPE VALLEY STATION,Chromium  and Chromium Compounds(except for chromite ore mined in the Transvaal Region),0.0,TRI,YES,NO,NO,NO,Pounds,6.0,0.0,0.0,0.0,0.0,6.0
76380,76380,ROSS INCINERATION SERVICES INC,Ethyl acrylate,0.0,TRI,NO,YES,NO,NO,Pounds,0.0,0.0,0.0,0.078,0.0,0.078
76503,76503,ROSS INCINERATION SERVICES INC,"Toluene-2,6-diisocyanate",0.0,TRI,NO,YES,NO,NO,Pounds,0.0,0.0,0.0,0.01,0.0,0.01
76546,76546,DUPONT PONTCHARTRAIN WORKS,Nitrate compounds (water dissociable; reportable only when in aqueous solution),0.0,TRI,NO,NO,NO,NO,Pounds,935391.65,0.0,0.0,0.0,0.0,935391.65
76572,76572,MAGELLAN AEROSPACE PROCESSING LONG ISLAND INC.,Nitric acid,0.0,TRI,NO,NO,NO,NO,Pounds,0.0,0.0,0.0,30933.78,0.0,30933.78
76612,76612,BLANCHARD REFINING CO LLC,Vanadium compounds,0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.0,0.0,0.0,1.0,1.0
76618,76618,DIAMOND SHAMROCK REFINING CO LP,Ethylene,0.0,TRI,NO,NO,NO,NO,Pounds,250.0,0.0,0.0,0.0,0.0,250.0
76619,76619,SMC NYE MINE SITE,Lead compounds,0.0,PBT,YES,NO,YES,NO,Pounds,0.0,0.1,0.0,0.0,0.0,0.1
76642,76642,VALERO THREE RIVERS REFINERY,Styrene,0.0,TRI,NO,YES,NO,NO,Pounds,0.139,0.0,0.0,0.139,0.0,0.278
76672,76672,INV NYLON CHEMICALS AMERICAS ORANGE SITE,Acetonitrile,0.0,TRI,NO,NO,NO,NO,Pounds,40400.0,0.0,0.0,0.0,0.0,40400.0
76766,76766,CITGO REFINING & CHEMICALS CO LP EAST PLANT,Lead  And Lead Compounds,0.0,PBT,YES,NO,YES,NO,Pounds,0.0,0.0,0.0,0.37,0.0,0.37
76810,76810,AZZ GALVANIZING SERVICES-ARKANSAS,Zinc compounds,0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.0,0.0,10131.0,0.0,10131.0
76835,76835,VALERO THREE RIVERS REFINERY,Naphthalene,0.0,TRI,NO,YES,NO,NO,Pounds,0.0,0.0,0.0,0.014,0.0,0.014
76974,76974,K-T GALVANIZING CO,Zinc compounds,0.0,TRI,YES,NO,NO,NO,Pounds,0.0,0.0,0.0,2377.0,0.0,2377.0
